Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
210,Willian Farias,br BRA,MF,Coritiba,32,1989,21,19,1597,17.7,0,0,0,0,0,0,7,0,0.4,0.4,0.6,1.0,21,99,7,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches,d1fcff2f
211,Lucas Fasson,br BRA,DF,Atl Paranaense,20,2001,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,31ecbf29
212,Felipe,br BRA,MF,Fortaleza,27,1994,12,11,880,9.8,0,1,1,0,0,0,2,1,0.3,0.3,0.5,0.8,12,65,12,0.00,0.10,0.10,0.00,0.10,0.03,0.05,0.09,0.03,0.09,Matches,cadbabf9
213,Luis Felipe,br BRA,DF,Santos,28,1993,13,10,982,10.9,1,1,2,1,0,0,3,0,,,,,,,,0.09,0.09,0.18,0.09,0.18,,,,,,Matches,746c8624
214,Matheus Felipe,br BRA,DF,Atl Paranaense,23,1998,23,19,1779,19.8,2,0,2,2,0,0,3,0,0.7,0.7,0.2,0.8,11,56,3,0.10,0.00,0.10,0.10,0.10,0.03,0.01,0.04,0.03,0.04,Matches,90749ab9
215,Lucas Fernandes,br BRA,MF,Botafogo (RJ),24,1997,24,20,1677,18.6,2,3,5,2,0,0,3,0,1.5,1.5,3.0,4.4,67,141,63,0.11,0.16,0.27,0.11,0.27,0.08,0.16,0.24,0.08,0.24,Matches,a109d777
216,Matheus Fernandes,br BRA,MF,Atl Paranaense,23,1998,14,8,687,7.6,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,3,29,14,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.08,0.04,0.08,Matches,f76fdcd2
217,Gatito Fernández,py PAR,GK,Botafogo (RJ),33,1988,32,32,2809,31.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9a82f79a
218,Ignacio Fernández,ar ARG,MF,Atlético Mineiro,32,1990,34,25,2222,24.7,4,5,9,3,1,2,7,0,6.8,5.2,5.4,10.6,48,185,168,0.16,0.20,0.36,0.12,0.32,0.27,0.22,0.49,0.21,0.43,Matches,97a17c0b
219,Rodrigo Fernández,uy URU,MF,Santos,26,1996,29,28,2309,25.7,0,0,0,0,0,0,15,0,0.5,0.5,0.5,1.1,47,132,12,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,617ee116
220,Fernandinho,br BRA,MF,Atl Paranaense,36,1985,13,12,970,10.8,1,2,3,1,0,0,5,0,0.3,0.3,1.8,2.2,27,108,31,0.09,0.19,0.28,0.09,0.28,0.03,0.17,0.20,0.03,0.20,Matches,101da2b5
221,Derick Fernando,br BRA,DF,Santos,19,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a19d96f6
222,Luiz Fernando,br BRA,FWMF,Atl Goianiense,25,1996,29,23,1742,19.4,2,4,6,2,0,0,7,2,4.2,4.2,2.0,6.2,60,45,137,0.10,0.21,0.31,0.10,0.31,0.22,0.10,0.32,0.22,0.32,Matches,824ed016
223,Nahuel Ferraresi,ve VEN,DF,São Paulo,23,1998,9,9,710,7.9,0,0,0,0,0,0,1,1,0.2,0.2,0.5,0.7,11,43,3,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches,719aab45
224,Luiz Filipe,br BRA,MFFW,Goiás,20,2001,2,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4a615e0b
225,Flávio,br BRA,MF,América (MG),21,2000,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,f0367bfd
226,Rafael Forster,br BRA,DF,Juventude,31,1990,19,19,1631,18.1,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.8,11,53,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches,eb3f56e5
227,Matheus França,br BRA,FWMF,Flamengo,17,2004,17,7,672,7.5,4,0,4,4,0,0,1,0,3.2,3.2,0.8,4.0,15,35,56,0.54,0.00,0.54,0.54,0.54,0.43,0.10,0.53,0.43,0.53,Matches,077faf72
228,Fred,br BRA,FWMF,Fluminense,38,1983,6,1,129,1.4,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,2,4,14,0.70,0.00,0.70,0.70,0.70,0.36,0.02,0.38,0.36,0.38,Matches,acaeba74
229,Marlon Freitas,br BRA,MF,Atl Goianiense,26,1995,36,27,2475,27.5,4,3,7,3,1,2,2,0,3.3,1.8,2.8,4.5,55,274,72,0.15,0.11,0.25,0.11,0.22,0.12,0.10,0.22,0.06,0.17,Matches,ae3181de
230,Douglas Friedrich,br BRA,GK,Avaí,33,1988,11,11,939,10.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8789242d
231,Gabriel,br BRA,MF,São Paulo,22,1999,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,135d500d
232,Gabriel,br BRA,MF,Internacional,29,1992,26,24,2144,23.8,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.9,28,131,21,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,e9c0d5d8
233,Gabriel,br BRA,GK,Coritiba,29,1992,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f93ed0df
234,Gabriel,br BRA,MF,Botafogo (RJ),28,1993,14,8,746,8.3,2,0,2,2,0,0,3,0,1.0,1.0,0.5,1.5,7,58,17,0.24,0.00,0.24,0.24,0.24,0.12,0.06,0.18,0.12,0.18,Matches,0d10333c
235,Eduardo Gabriel,br BRA,DF,Santos,25,1996,33,33,2969,33.0,1,1,2,1,0,0,7,0,1.6,1.6,0.6,2.2,8,81,7,0.03,0.03,0.06,0.03,0.06,0.05,0.02,0.07,0.05,0.07,Matches,aed65960
236,Luiz Gabriel,br BRA,FWMF,Coritiba,19,2002,5,0,101,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,f9c619e0
237,Marquinhos Gabriel,br BRA,MFFW,Goiás,31,1990,12,9,755,8.4,1,1,2,1,0,0,1,0,0.7,0.7,0.9,1.5,14,28,25,0.12,0.12,0.24,0.12,0.24,0.08,0.10,0.18,0.08,0.18,Matches,fcd113c4
238,Vitor Gabriel,br BRA,FWMF,Juventude,22,2000,22,5,774,8.6,2,0,2,2,0,0,6,0,2.5,2.5,0.9,3.4,13,13,40,0.23,0.00,0.23,0.23,0.23,0.29,0.10,0.39,0.29,0.39,Matches,094c2abd
239,Matías Galarza,py PAR,MF,Coritiba,19,2002,11,9,604,6.7,0,0,0,0,0,0,4,0,0.5,0.5,0.3,0.9,17,27,21,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13,Matches,8e97a57b
240,Matheus Galdezani,br BRA,MF,Avaí,29,1992,6,3,292,3.2,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.5,9,14,18,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,Matches,5042eb90
241,Thiago Galhardo,br BRA,FWMF,Fortaleza,32,1989,19,15,1346,15.0,7,1,8,7,0,1,5,0,5.5,4.8,1.4,6.1,22,41,71,0.47,0.07,0.53,0.47,0.53,0.37,0.09,0.46,0.32,0.41,Matches,766f48dd
242,Giuliano Galoppo,ar ARG,MF,São Paulo,22,1999,14,6,710,7.9,1,0,1,1,0,0,1,0,2.2,2.2,0.2,2.4,7,26,37,0.13,0.00,0.13,0.13,0.13,0.27,0.03,0.30,0.27,0.30,Matches,a8eeadaf
243,Léo Gamalho,br BRA,FW,Coritiba,36,1986,28,17,1658,18.4,8,0,8,6,2,2,2,0,7.1,6.0,1.2,7.1,14,27,64,0.43,0.00,0.43,0.33,0.33,0.38,0.06,0.45,0.32,0.39,Matches,f73056ee
244,Ganso,br BRA,MFFW,Fluminense,32,1989,33,33,2477,27.5,5,5,10,2,3,3,7,0,3.9,1.5,4.8,6.3,28,208,111,0.18,0.18,0.36,0.07,0.25,0.14,0.18,0.32,0.05,0.23,Matches,23593121
245,García,br BRA,DFMF,Palmeiras,20,2002,4,0,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,8,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,45d071f4
246,Bryan García,ec ECU,MF,Atl Paranaense,21,2001,7,4,276,3.1,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,3,12,2,0.00,0.33,0.33,0.00,0.33,0.03,0.02,0.05,0.03,0.05,Matches,7b66d351
247,Luan Garcia,br BRA,DF,Palmeiras,28,1993,16,14,1225,13.6,0,2,2,0,0,0,2,0,0.3,0.3,1.3,1.5,9,67,3,0.00,0.15,0.15,0.00,0.15,0.02,0.09,0.11,0.02,0.11,Matches,6ebe6cc1
248,Gaspar,br BRA,FW,Avaí,19,2002,3,0,40,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,2,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches,996af9a5
249,Rafael Gava,br BRA,MF,Cuiabá,28,1993,29,24,2044,22.7,1,2,3,1,0,0,2,0,2.1,2.1,4.6,6.7,15,90,88,0.04,0.09,0.13,0.04,0.13,0.09,0.20,0.30,0.09,0.30,Matches,713e1a36
250,Lucas Gazal,br BRA,DF,Atl Goianiense,22,1999,15,15,1304,14.5,1,0,1,1,0,0,1,1,0.4,0.4,0.0,0.4,13,35,3,0.07,0.00,0.07,0.07,0.07,0.03,0.00,0.03,0.03,0.03,Matches,dcae46d5
251,Guilherme Gehring,br BRA,MF,Juventude,16,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,37faab98
252,Geovane,br BRA,MF,Ceará,22,1999,17,5,552,6.1,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.5,6,35,14,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,Matches,099a14d5
253,Gil,br BRA,DF,Corinthians,34,1987,25,23,2047,22.7,0,1,1,0,0,0,4,0,1.2,1.2,0.8,2.1,1,45,1,0.00,0.04,0.04,0.00,0.04,0.05,0.04,0.09,0.05,0.09,Matches,31edef00
254,Giovane,br BRA,FWDF,Corinthians,18,2003,10,2,300,3.3,0,0,0,0,0,0,2,0,0.4,0.4,1.0,1.4,7,4,24,0.00,0.00,0.00,0.00,0.00,0.11,0.30,0.41,0.11,0.41,Matches,1b567cdc
255,Giovani,br BRA,FWMF,Palmeiras,18,2004,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,7,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,a199bd5f
256,Glédson,br BRA,GK,Avaí,38,1983,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a9d625f5
257,Diego Godín,uy URU,DF,Atlético Mineiro,35,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fc4f85b1
258,Bruno Gomes,br BRA,MF,Coritiba,20,2001,18,16,1497,16.6,1,0,1,1,0,0,3,0,0.9,0.9,0.8,1.7,42,102,37,0.06,0.00,0.06,0.06,0.06,0.05,0.05,0.10,0.05,0.10,Matches,76f2bbf8
259,Igor Gomes,br BRA,MF,São Paulo,22,1999,33,22,2063,22.9,0,6,6,0,0,0,5,1,1.4,1.4,4.6,6.0,33,128,120,0.00,0.26,0.26,0.00,0.26,0.06,0.20,0.26,0.06,0.26,Matches,6a7fb945
260,Igor Gomes,br BRA,DF,Internacional,20,2001,3,2,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,509d5b3d
261,João Gomes,br BRA,MF,Flamengo,20,2001,29,22,1880,20.9,0,1,1,0,0,0,8,0,1.0,1.0,0.9,1.9,30,113,46,0.00,0.05,0.05,0.00,0.05,0.05,0.04,0.09,0.05,0.09,Matches,8b57ad2c
262,Gustavo Gómez,py PAR,DF,Palmeiras,28,1993,30,30,2700,30.0,9,0,9,8,1,1,9,0,4.5,3.7,0.6,4.3,9,87,13,0.30,0.00,0.30,0.27,0.27,0.15,0.02,0.17,0.12,0.14,Matches,d5ce52a5
263,Aloísio dos Santos Gonçalves,cn CHN,FWMF,América (MG),33,1988,22,10,949,10.5,4,2,6,3,1,1,4,0,4.6,3.8,3.0,6.8,7,25,81,0.38,0.19,0.57,0.28,0.47,0.44,0.29,0.72,0.36,0.65,Matches,9851b2e0
264,Diego Gonçalves,br BRA,FW,Botafogo (RJ),27,1994,11,5,483,5.4,2,0,2,0,2,2,2,0,2.2,0.7,0.5,1.2,15,11,59,0.37,0.00,0.37,0.00,0.00,0.47,0.11,0.58,0.14,0.24,Matches,c707fc37
265,Matheus Gonçalves,br BRA,FW,Flamengo,16,2005,3,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,4,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,0.32,0.32,Matches,071a6836
266,Ricardo Goulart,br BRA,MFFW,Santos,30,1991,11,4,402,4.5,0,0,0,0,0,0,2,0,0.8,0.8,1.1,1.9,6,18,37,0.00,0.00,0.00,0.00,0.00,0.17,0.24,0.42,0.17,0.42,Matches,f053730b
267,Daniel Guedes,br BRA,DFMF,Cuiabá,27,1994,14,9,796,8.8,0,4,4,0,0,0,4,0,0.2,0.2,2.1,2.3,18,43,33,0.00,0.45,0.45,0.00,0.45,0.02,0.24,0.26,0.02,0.26,Matches,25f61bc3
268,Roger Guedes,br BRA,FWMF,Corinthians,25,1996,36,33,2550,28.3,10,2,12,9,1,1,6,0,10.6,9.8,3.5,13.3,70,91,228,0.35,0.07,0.42,0.32,0.39,0.37,0.12,0.50,0.35,0.47,Matches,612a9dd7
269,Paolo Guerrero,pe PER,FW,Avaí,38,1984,10,4,431,4.8,0,0,0,0,0,0,2,0,1.6,1.6,0.8,2.4,6,8,26,0.00,0.00,0.00,0.00,0.00,0.33,0.16,0.50,0.33,0.50,Matches,ae6657a1
270,Guga,br BRA,DF,Atlético Mineiro,23,1998,22,19,1674,18.6,0,2,2,0,0,0,1,0,0.6,0.6,1.7,2.3,34,96,83,0.00,0.11,0.11,0.00,0.11,0.03,0.09,0.12,0.03,0.12,Matches,6975a3e1
271,Marcos Guilherme,br BRA,FWMF,São Paulo,26,1995,16,6,579,6.4,1,0,1,1,0,0,1,0,0.9,0.9,0.2,1.1,14,34,50,0.16,0.00,0.16,0.16,0.16,0.14,0.03,0.17,0.14,0.17,Matches,d5ff6084
272,Marcos Guilherme,br BRA,MF,Santos,26,1995,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19,Matches,d5ff6084
273,Gustavinho,br BRA,MF,América (MG),20,2001,10,6,391,4.3,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,18,25,32,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches,69896b0e
274,Habraão,br BRA,DF,Fortaleza,20,2001,5,2,219,2.4,1,0,1,1,0,0,0,0,0.9,0.9,0.0,0.9,3,8,0,0.41,0.00,0.41,0.41,0.41,0.38,0.00,0.38,0.38,0.38,Matches,1e329d13
275,Lucas Halter,br BRA,DF,Atl Paranaense,21,2000,2,1,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,7aa882a2
276,Lucas Halter,br BRA,DF,Goiás,21,2000,15,12,1073,11.9,0,0,0,0,0,0,2,0,1.1,1.1,0.0,1.1,2,19,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,7aa882a2
277,Hayner,br BRA,DF,Atl Goianiense,26,1995,19,16,1377,15.3,0,2,2,0,0,0,8,1,0.5,0.5,1.9,2.3,54,56,131,0.00,0.13,0.13,0.00,0.13,0.03,0.12,0.15,0.03,0.15,Matches,246c7429
278,Heitor,br BRA,DF,Internacional,21,2000,5,4,395,4.4,0,0,0,0,0,0,2,0,0.1,0.1,0.7,0.8,7,14,12,0.00,0.00,0.00,0.00,0.00,0.02,0.15,0.17,0.02,0.17,Matches,e0839492
279,Thiago Heleno,br BRA,DF,Atl Paranaense,33,1988,13,13,1140,12.7,0,0,0,0,0,1,4,1,1.4,0.6,0.2,0.8,1,56,1,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.13,0.05,0.07,Matches,827422f9
280,Helinho,br BRA,FWMF,Bragantino,21,2000,31,19,1710,19.0,4,1,5,3,1,1,8,0,4.0,3.2,2.6,5.8,70,73,150,0.21,0.05,0.26,0.16,0.21,0.21,0.14,0.35,0.17,0.30,Matches,5837cb60
281,Henrique,br BRA,DF,Coritiba,35,1986,18,18,1615,17.9,0,0,0,0,0,0,5,1,1.2,1.2,0.1,1.3,16,42,5,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches,429163de
282,Arthur Henrique,br BRA,DF,Atl Goianiense,27,1994,22,11,967,10.7,0,0,0,0,0,0,0,1,0.1,0.1,0.8,0.9,24,50,44,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches,ae46bd26
283,Bruno Henrique,br BRA,FWMF,Flamengo,31,1990,8,8,612,6.8,1,2,3,1,0,0,3,0,1.3,1.3,1.5,2.8,32,20,77,0.15,0.29,0.44,0.15,0.44,0.19,0.22,0.41,0.19,0.41,Matches,5edff24f
284,Daniel Henrique,br BRA,FW,Ceará,17,2004,1,0,24,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,0,0,0.00,0.00,0.00,0.00,0.00,1.19,0.00,1.19,1.19,1.19,Matches,1ef923db
285,Gustavo Henrique,br BRA,DF,Flamengo,28,1993,5,3,345,3.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,2,9,1,0.26,0.00,0.26,0.26,0.26,0.04,0.00,0.04,0.04,0.04,Matches,fa066690
286,Luis Henrique,br BRA,FWMF,Botafogo (RJ),20,2001,10,1,265,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8,13,25,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches,f36d5624
287,Luiz Henrique,br BRA,FWMF,Fluminense,21,2001,14,12,1054,11.7,2,3,5,2,0,0,0,0,2.0,2.0,2.2,4.2,31,23,102,0.17,0.26,0.43,0.17,0.43,0.17,0.19,0.35,0.17,0.35,Matches,8059806f
288,Paulo Henrique,br BRA,DFMF,Juventude,25,1996,26,17,1502,16.7,2,1,3,2,0,0,3,0,1.2,1.2,1.5,2.7,55,37,114,0.12,0.06,0.18,0.12,0.18,0.07,0.09,0.16,0.07,0.16,Matches,25a0cb08
289,Pedro Henrique,br BRA,DF,Atl Paranaense,26,1995,28,26,2305,25.6,0,1,1,0,0,0,7,0,1.2,1.2,0.3,1.6,12,71,2,0.00,0.04,0.04,0.00,0.04,0.05,0.01,0.06,0.05,0.06,Matches,4322e5d7
290,Pedro Henrique,br BRA,FWMF,Internacional,31,1990,32,16,1592,17.7,7,3,10,5,2,2,6,0,8.3,6.7,3.6,10.3,86,22,175,0.40,0.17,0.57,0.28,0.45,0.47,0.20,0.67,0.38,0.58,Matches,460976a2
291,Hércules,br BRA,MFFW,Fortaleza,21,2000,28,12,1367,15.2,4,1,5,4,0,0,1,0,2.2,2.2,1.0,3.2,18,70,40,0.26,0.07,0.33,0.26,0.33,0.15,0.07,0.21,0.15,0.21,Matches,eadc7b45
292,Nicolás Hernández,co COL,DF,Atl Paranaense,24,1998,20,18,1619,18.0,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,16,55,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches,86046c18
293,Hugo,br BRA,DFMF,Goiás,24,1997,15,7,702,7.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,11,30,33,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches,bd2593f3
294,Hugo,br BRA,DFMF,Botafogo (RJ),20,2001,16,10,1101,12.2,1,0,1,1,0,0,3,1,0.9,0.9,1.1,2.0,40,59,49,0.08,0.00,0.08,0.08,0.08,0.07,0.09,0.16,0.07,0.16,Matches,de3dc682
295,José Hugo,br BRA,FWMF,Coritiba,22,1999,13,2,393,4.4,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,16,10,35,0.23,0.00,0.23,0.23,0.23,0.30,0.07,0.37,0.30,0.37,Matches,d0f01217
296,Victor Hugo,br BRA,MF,Flamengo,17,2004,21,17,1251,13.9,2,2,4,2,0,0,1,0,2.7,2.7,2.0,4.7,33,59,54,0.14,0.14,0.29,0.14,0.29,0.20,0.15,0.34,0.20,0.34,Matches,33fca7f7
297,Vitor Hugo,br BRA,FW,Goiás,17,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,217f53a6
298,Hulk,br BRA,FW,Atlético Mineiro,35,1986,25,24,2088,23.2,12,2,14,10,2,2,6,0,9.1,7.5,3.4,10.9,74,67,225,0.52,0.09,0.60,0.43,0.52,0.39,0.15,0.54,0.32,0.47,Matches,33a1f72e
299,José Hurtado,ec ECU,DF,Bragantino,20,2001,16,5,598,6.6,0,2,2,0,0,0,1,0,0.1,0.1,1.4,1.5,27,29,47,0.00,0.30,0.30,0.00,0.30,0.01,0.21,0.22,0.01,0.22,Matches,cb067e96
300,Hyoran,br BRA,MF,Bragantino,28,1993,26,17,1278,14.2,3,3,6,3,0,0,1,0,4.2,4.2,2.6,6.8,48,60,106,0.21,0.21,0.42,0.21,0.42,0.30,0.18,0.48,0.30,0.48,Matches,ffb88c28
301,Igor,br BRA,MFFW,Flamengo,18,2003,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fb19d550
302,André Inácio,br BRA,FW,Flamengo,19,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,2,1,4,0.00,0.00,0.00,0.00,0.00,0.50,0.06,0.56,0.50,0.56,Matches,cc77d69c
303,Mauricio Isla,cl CHI,DF,Flamengo,33,1988,6,4,341,3.8,1,0,1,1,0,0,0,0,0.0,0.0,0.2,0.3,5,16,36,0.26,0.00,0.26,0.26,0.26,0.01,0.07,0.08,0.01,0.08,Matches,de4517dd
304,Jadsom,br BRA,MF,Bragantino,20,2001,29,11,1273,14.1,0,1,1,0,0,0,7,0,0.4,0.4,0.5,0.8,3,67,8,0.00,0.07,0.07,0.00,0.07,0.03,0.03,0.06,0.03,0.06,Matches,92859e80
305,Jadson,br BRA,MF,Juventude,28,1993,33,32,2618,29.1,2,0,2,2,0,0,9,1,1.4,1.4,1.4,2.9,22,177,87,0.07,0.00,0.07,0.07,0.07,0.05,0.05,0.10,0.05,0.10,Matches,05748af4
306,Jailson,br BRA,GK,América (MG),40,1981,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,01f7b8c3
307,Jair,br BRA,MF,Atlético Mineiro,27,1994,31,26,2074,23.0,1,4,5,1,0,0,5,0,2.4,2.4,2.0,4.3,24,146,68,0.04,0.17,0.22,0.04,0.22,0.10,0.09,0.19,0.10,0.19,Matches,f3466edc
308,Jandrei,br BRA,GK,São Paulo,28,1993,19,19,1648,18.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,85ea4399
309,Vinícius Jaú,br BRA,MF,Avaí,23,1998,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,192d3898
310,Pablo Javier García,uy URU,FW,Coritiba,22,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,895321cd
311,Jean,br BRA,MF,Juventude,27,1994,25,13,1183,13.1,0,1,1,0,0,0,6,0,0.5,0.5,0.4,0.9,4,22,4,0.00,0.08,0.08,0.00,0.08,0.04,0.03,0.07,0.04,0.07,Matches,69a34ec0
312,Jefferson,br BRA,DF,Atl Goianiense,25,1997,33,27,2276,25.3,1,2,3,1,0,0,5,0,0.6,0.5,2.4,2.9,52,125,102,0.04,0.08,0.12,0.04,0.12,0.02,0.09,0.12,0.02,0.12,Matches,9df5f945
313,Jefferson,br BRA,FW,Botafogo (RJ),22,1999,24,18,1604,17.8,2,3,5,2,0,0,3,0,4.1,4.1,1.3,5.4,79,57,129,0.11,0.17,0.28,0.11,0.28,0.23,0.07,0.30,0.23,0.30,Matches,45cce300
314,Jemerson,br BRA,DF,Atlético Mineiro,29,1992,12,12,995,11.1,0,0,0,0,0,0,6,0,0.5,0.5,0.0,0.5,8,29,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,7cab69b5
315,Jenison,br BRA,FW,Cuiabá,30,1991,10,3,326,3.6,1,0,1,1,0,0,2,0,1.3,1.3,0.2,1.5,4,12,14,0.28,0.00,0.28,0.28,0.28,0.37,0.05,0.42,0.37,0.42,Matches,767e6b7f
316,Alexandre Jesus,br BRA,MFDF,Fluminense,20,2001,5,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,0,11,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.15,0.05,0.15,Matches,25a323f3
