Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
533,João Pedro Pepê,br BRA,MF,Cuiabá,24,1998,30,27,2318,25.8,1,0,1,1,0,0,4,0,2.1,2.1,2.9,5.1,72,159,82,0.04,0.00,0.04,0.04,0.04,0.08,0.11,0.20,0.08,0.20,Matches,d75471eb
534,Peglow,br BRA,FWMF,Atl Goianiense,20,2002,6,2,236,2.6,0,1,1,0,0,0,1,0,0.3,0.3,0.5,0.8,9,14,25,0.00,0.38,0.38,0.00,0.38,0.13,0.19,0.32,0.13,0.32,Matches,8a861bc5
535,Pegorari,br BRA,GK,Juventude,30,1991,13,13,1142,12.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2ad9d2e3
536,Matheus Peixoto,br BRA,FW,Ceará,26,1995,13,5,471,5.2,0,1,1,0,0,0,0,0,0.6,0.6,0.7,1.3,1,6,22,0.00,0.19,0.19,0.00,0.19,0.11,0.14,0.25,0.11,0.25,Matches,05160796
537,Douglas Pelé,br BRA,FWDF,Goiás,22,1999,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches,7c6ac38f
538,Léo Pelé,br BRA,DF,São Paulo,25,1996,29,28,2480,27.6,0,0,0,0,0,0,4,1,0.7,0.7,0.2,1.0,78,197,11,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches,77980eb9
539,Carlos de Pena,uy URU,MFFW,Internacional,29,1992,34,30,2634,29.3,5,6,11,3,2,3,6,0,5.1,2.7,7.4,10.1,56,210,123,0.17,0.21,0.38,0.10,0.31,0.17,0.25,0.43,0.09,0.35,Matches,6b915aa1
540,Andreas Pereira,br BRA,MF,Flamengo,26,1996,13,9,792,8.8,2,1,3,2,0,0,2,0,0.9,0.9,0.7,1.6,15,64,26,0.23,0.11,0.34,0.23,0.34,0.10,0.08,0.18,0.10,0.18,Matches,6639e500
541,Egídio Pereira Júnior,br BRA,DFMF,Coritiba,35,1986,21,13,1258,14.0,1,2,3,1,0,0,1,1,0.5,0.5,1.7,2.2,23,57,76,0.07,0.14,0.21,0.07,0.21,0.03,0.12,0.16,0.03,0.16,Matches,6c5b3d31
542,Léo Pereira,br BRA,DF,Flamengo,26,1996,13,11,1112,12.4,0,1,1,0,0,0,4,0,0.7,0.7,1.6,2.3,22,76,9,0.00,0.08,0.08,0.00,0.08,0.06,0.13,0.19,0.06,0.19,Matches,bd247251
543,Hernán Pérez,py PAR,FW,Coritiba,32,1989,2,1,96,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,2,0,8,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.13,0.07,0.13,Matches,e1cea3f7
544,Lucas Perri,br BRA,GK,Botafogo (RJ),24,1997,4,3,341,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5dbd461a
545,Petterson,br BRA,FWMF,Flamengo,18,2004,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9943597e
546,Yan Phillipe,br BRA,FW,Atlético Mineiro,17,2004,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches,03d01a35
547,Del Piage,br BRA,MF,Botafogo (RJ),21,2000,14,3,509,5.7,1,0,1,1,0,0,3,0,0.5,0.5,0.2,0.7,6,17,9,0.18,0.00,0.18,0.18,0.18,0.09,0.04,0.13,0.09,0.13,Matches,679ca46d
548,Lucas Piazon,br BRA,FWMF,Botafogo (RJ),28,1994,17,8,751,8.3,0,0,0,0,0,0,2,0,0.4,0.4,0.7,1.1,12,30,41,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.14,0.05,0.14,Matches,f201798c
549,Yago Pikachu,br BRA,DFMF,Fortaleza,29,1992,14,13,1206,13.4,4,0,4,3,1,2,3,0,2.7,2.3,1.5,3.8,17,53,95,0.30,0.00,0.30,0.22,0.22,0.20,0.11,0.31,0.17,0.29,Matches,462f1e13
550,Mario Pineida,ec ECU,DF,Fluminense,29,1992,7,4,332,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,8,18,18,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches,2990a468
551,Joaquín Piquerez,uy URU,DF,Palmeiras,23,1998,26,26,2227,24.7,0,2,2,0,0,0,5,0,1.0,1.0,2.2,3.3,42,121,96,0.00,0.08,0.08,0.00,0.08,0.04,0.09,0.13,0.04,0.13,Matches,46009f44
552,Gabriel Pirani,br BRA,FWMF,Santos,19,2002,3,0,48,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,9,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches,17205abf
553,Gabriel Pirani,br BRA,MFFW,Cuiabá,19,2002,10,5,440,4.9,1,0,1,1,0,0,1,0,0.8,0.8,0.4,1.2,15,14,43,0.20,0.00,0.20,0.20,0.20,0.16,0.09,0.24,0.16,0.24,Matches,17205abf
554,Felipe Pires,br BRA,MFFW,Juventude,26,1995,11,8,668,7.4,0,2,2,0,0,0,5,0,0.4,0.4,0.4,0.8,30,32,51,0.00,0.27,0.27,0.00,0.27,0.05,0.06,0.11,0.05,0.11,Matches,2cd3d3ce
555,Rafael Pires,br BRA,GK,Atlético Mineiro,32,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,539f6761
556,Lucas Piton,br BRA,DFFW,Corinthians,21,2000,28,20,1770,19.7,1,3,4,1,0,0,2,0,0.6,0.6,1.9,2.5,51,84,105,0.05,0.15,0.20,0.05,0.20,0.03,0.10,0.12,0.03,0.12,Matches,defce7f1
557,Isidro Pitta,py PAR,FW,Juventude,22,1999,32,27,2413,26.8,5,2,7,5,0,1,2,0,6.5,5.7,1.1,6.8,45,42,163,0.19,0.07,0.26,0.19,0.26,0.24,0.04,0.28,0.21,0.25,Matches,e9fc7295
558,Luan Polli,br BRA,GK,Atl Goianiense,28,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,96aa89c4
559,Diego Porfirio,br BRA,DF,Coritiba,22,1999,8,5,449,5.0,0,0,0,0,0,0,4,1,0.1,0.1,0.1,0.2,12,14,21,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,8512d219
560,William Pottker,br BRA,FWMF,Avaí,28,1993,27,23,1967,21.9,3,1,4,2,1,2,6,0,4.3,3.3,4.0,7.3,76,63,191,0.14,0.05,0.18,0.09,0.14,0.20,0.18,0.38,0.15,0.33,Matches,214a16c5
561,Bruno Praxedes,br BRA,MF,Bragantino,19,2002,15,8,588,6.5,1,2,3,1,0,0,3,0,2.2,2.2,0.8,3.0,16,32,39,0.15,0.31,0.46,0.15,0.46,0.34,0.12,0.46,0.34,0.46,Matches,5dd520a8
562,Erick Pulgar,cl CHI,MF,Flamengo,28,1994,6,4,355,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,20,3,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches,4611e028
563,Jean Pyerre,br BRA,MF,Avaí,23,1998,23,6,757,8.4,1,0,1,1,0,0,2,0,0.8,0.8,0.3,1.1,13,86,34,0.12,0.00,0.12,0.12,0.12,0.10,0.03,0.13,0.10,0.13,Matches,b41dc073
564,Du Queiroz,br BRA,MF,Corinthians,22,2000,36,28,2603,28.9,2,2,4,2,0,0,4,0,2.0,2.0,1.6,3.6,74,118,98,0.07,0.07,0.14,0.07,0.14,0.07,0.06,0.12,0.07,0.12,Matches,8440b0cb
565,Igor Rabello,br BRA,DF,Atlético Mineiro,26,1995,7,7,599,6.7,1,1,2,1,0,0,1,0,0.4,0.4,0.1,0.5,3,22,2,0.15,0.15,0.30,0.15,0.30,0.06,0.01,0.07,0.06,0.07,Matches,48048864
566,Rafael,br BRA,DF,Botafogo (RJ),31,1990,7,3,278,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,8,12,12,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.27,Matches,9a1f2e1c
567,Caio Rafael,br BRA,FW,Ceará,17,2004,1,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,4,0.00,0.00,0.00,0.00,0.00,0.26,0.63,0.89,0.26,0.89,Matches,b7cda839
568,Léo Rafael,br BRA,FWMF,Ceará,20,2001,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,1,8,0.00,0.00,0.00,0.00,0.00,0.04,0.21,0.26,0.04,0.26,Matches,ef1df474
569,Zé Rafael,br BRA,MF,Palmeiras,28,1993,33,31,2569,28.5,3,1,4,3,0,0,12,1,4.1,4.1,2.6,6.7,50,97,70,0.11,0.04,0.14,0.11,0.14,0.15,0.09,0.24,0.15,0.24,Matches,634b1413
570,Rafinha,br BRA,DF,São Paulo,36,1985,32,29,2562,28.5,0,3,3,0,0,0,7,1,0.1,0.1,1.5,1.6,43,216,52,0.00,0.11,0.11,0.00,0.11,0.00,0.05,0.06,0.00,0.06,Matches,d003e213
571,Eric Ramires,br BRA,MFFW,Bragantino,21,2000,25,11,1157,12.9,1,0,1,1,0,0,1,2,1.0,1.0,1.5,2.5,30,64,38,0.08,0.00,0.08,0.08,0.08,0.08,0.12,0.19,0.08,0.19,Matches,37faa4cb
572,Lucas Ramires,br BRA,DF,Juventude,19,2002,1,0,25,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,32395c13
573,Ramon,br BRA,DF,Bragantino,20,2001,15,7,721,8.0,0,0,0,0,0,0,3,1,0.1,0.1,0.5,0.6,12,32,42,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches,fdf88bc0
574,Lucas Ramos,br BRA,MFFW,Internacional,21,2001,9,0,78,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,3,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches,c0163100
575,Rafael Ramos,pt POR,DF,Corinthians,27,1995,20,15,1304,14.5,0,1,1,0,0,0,3,0,0.2,0.2,1.3,1.5,19,50,57,0.00,0.07,0.07,0.00,0.07,0.02,0.09,0.10,0.02,0.10,Matches,f8ddf51c
576,Raniele,br BRA,MFDF,Avaí,25,1996,33,33,2817,31.3,2,0,2,2,0,0,9,0,1.4,1.4,0.9,2.2,49,110,37,0.06,0.00,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07,Matches,a025365f
577,Wellington Rato,br BRA,FWMF,Atl Goianiense,29,1992,36,33,2782,30.9,8,3,11,8,0,0,3,0,7.4,7.4,3.9,11.3,68,142,185,0.26,0.10,0.36,0.26,0.36,0.24,0.13,0.37,0.24,0.37,Matches,598917cf
578,Raul,br BRA,MF,Bragantino,25,1996,32,30,2471,27.5,0,0,0,0,0,0,3,0,0.4,0.4,1.6,2.0,30,161,20,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches,c2f9cf65
579,Pedro Raul,br BRA,FW,Goiás,25,1996,34,33,2745,30.5,19,2,21,16,3,3,8,0,12.3,10.2,1.8,12.1,32,42,128,0.62,0.07,0.69,0.52,0.59,0.40,0.06,0.46,0.34,0.40,Matches,ed074559
580,Leonardo Realpe,ec ECU,DF,Bragantino,20,2001,8,8,663,7.4,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,10,30,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,57701cbd
581,Rafinha Rech,br BRA,FWMF,Juventude,19,2002,11,5,379,4.2,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,14,6,23,0.00,0.00,0.00,0.00,0.00,0.18,0.02,0.20,0.18,0.20,Matches,a8f19786
582,Régis,br BRA,MF,Coritiba,29,1992,22,8,765,8.5,1,2,3,1,0,0,2,0,1.0,1.0,1.7,2.7,14,37,48,0.12,0.24,0.35,0.12,0.35,0.12,0.20,0.31,0.12,0.31,Matches,0e2331f3
583,Reinaldo,br BRA,DFFW,São Paulo,32,1989,28,18,1463,16.3,3,5,8,2,1,1,3,0,1.7,0.9,3.2,4.1,33,108,110,0.18,0.31,0.49,0.12,0.43,0.10,0.20,0.30,0.05,0.25,Matches,ab3edc87
584,César Reis,br BRA,GK,Juventude,26,1995,25,24,2188,24.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,76d4135b
585,Renan,br BRA,DF,Bragantino,19,2002,4,3,290,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,80c738be
586,Robert Renan,br BRA,DF,Corinthians,18,2003,10,10,900,10.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,24,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,168a2e81
587,Renato,br BRA,DFMF,Avaí,32,1990,16,10,1014,11.3,0,0,0,0,0,0,2,0,1.1,1.1,1.7,2.9,22,29,61,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.25,0.10,0.25,Matches,8fe5bdcd
588,Renê,br BRA,DF,Internacional,29,1992,28,27,2475,27.5,0,1,1,0,0,0,0,0,0.2,0.2,1.5,1.7,59,173,70,0.00,0.04,0.04,0.00,0.04,0.01,0.06,0.06,0.01,0.06,Matches,d000ffc7
589,Réver,br BRA,DF,Atlético Mineiro,37,1985,15,10,945,10.5,1,0,1,1,0,0,2,0,0.1,0.1,0.1,0.2,0,31,2,0.10,0.00,0.10,0.10,0.10,0.01,0.01,0.02,0.01,0.02,Matches,1938fd6a
590,Rhaldney,br BRA,MFFW,Atl Goianiense,23,1998,7,1,177,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,16,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches,ae3ef77f
591,Everton Ribeiro,br BRA,MFFW,Flamengo,32,1989,30,19,1787,19.9,2,4,6,2,0,0,0,0,2.7,2.7,4.9,7.6,58,177,172,0.10,0.20,0.30,0.10,0.30,0.13,0.25,0.38,0.13,0.38,Matches,68fb50a2
592,Lucas Ribeiro,br BRA,DFMF,Ceará,23,1999,9,6,503,5.6,1,0,1,1,0,0,2,0,0.3,0.3,0.0,0.4,4,23,2,0.18,0.00,0.18,0.18,0.18,0.06,0.00,0.07,0.06,0.07,Matches,607d64c6
593,Matheus Ribeiro,br BRA,DF,Avaí,28,1993,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,7ae055bb
594,Wesley Ribeiro,br BRA,MFFW,Corinthians,16,2005,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,acf5672b
595,Ricardinho,br BRA,FW,Atl Goianiense,20,2001,6,4,230,2.6,0,0,0,0,0,0,2,0,0.9,0.9,0.3,1.2,2,2,22,0.00,0.00,0.00,0.00,0.00,0.35,0.12,0.47,0.35,0.47,Matches,45a1777c
596,João Ricardo Riedi,br BRA,GK,Ceará,33,1988,35,35,3150,35.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4729d71a
597,Vitor Ricardo,br BRA,DF,Fortaleza,21,2000,2,2,116,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,5,9,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches,1f3906c9
598,Zé Ricardo,br BRA,MF,América (MG),25,1996,9,2,231,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,13,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.03,0.05,Matches,352f938e
599,Richard,br BRA,GK,Ceará,30,1991,1,1,90,1.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f2c12e8d
600,Richard,br BRA,MF,Ceará,27,1994,30,30,2371,26.3,0,1,1,0,0,0,12,1,1.5,1.5,0.9,2.3,15,123,57,0.00,0.04,0.04,0.00,0.04,0.06,0.03,0.09,0.06,0.09,Matches,e90aa5da
601,Richardson,br BRA,MF,Ceará,30,1991,31,27,2072,23.0,0,0,0,0,0,0,14,1,0.2,0.2,0.5,0.7,24,109,31,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,ef6b8a6b
602,Rickson,br BRA,MFFW,Atl Goianiense,23,1998,8,0,70,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,1,1,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches,96a35d1b
603,Emiliano Rigoni,ar ARG,FWMF,São Paulo,28,1993,11,1,245,2.7,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.7,15,13,35,0.00,0.00,0.00,0.00,0.00,0.09,0.16,0.25,0.09,0.25,Matches,a1216563
604,Rikelme,br BRA,DF,Cuiabá,18,2003,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,637cdc49
605,Rikelmi,br BRA,DF,Botafogo (RJ),20,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b2ffcf77
606,Cristian Rivas,ve VEN,MF,Cuiabá,25,1997,5,3,215,2.4,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.2,0,16,5,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches,bc4d05c0
607,Zé Roberto,br BRA,FW,Ceará,28,1993,21,6,738,8.2,2,1,3,1,1,1,3,1,1.8,1.0,1.8,2.8,11,20,41,0.24,0.12,0.37,0.12,0.24,0.22,0.21,0.44,0.13,0.34,Matches,810033a1
608,Robinho,br BRA,MF,Coritiba,34,1987,19,8,886,9.8,0,2,2,0,0,0,2,0,0.3,0.3,1.7,2.1,15,109,46,0.00,0.20,0.20,0.00,0.20,0.04,0.18,0.21,0.04,0.21,Matches,8f8809b9
609,Robson,br BRA,FWMF,Fortaleza,30,1991,29,16,1448,16.1,4,4,8,4,0,1,6,0,5.7,4.9,2.7,7.6,24,38,113,0.25,0.25,0.50,0.25,0.50,0.35,0.17,0.52,0.30,0.47,Matches,e29eff7a
610,Felipe Rocha,br BRA,FW,Avaí,19,2002,2,0,42,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,3,3,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.54,0.54,0.54,Matches,a961e1c4
611,Kaique Rocha,br BRA,DF,Internacional,20,2001,7,5,452,5.0,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,1,6,3,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,b31d385e
612,Marcos Rocha,br BRA,DF,Palmeiras,33,1988,28,28,2246,25.0,0,4,4,0,0,0,4,0,0.0,0.0,2.4,2.5,52,289,72,0.00,0.16,0.16,0.00,0.16,0.00,0.10,0.10,0.00,0.10,Matches,fdd2f275
613,Pedro Rocha Neves,br BRA,FW,Atl Paranaense,27,1994,6,3,281,3.1,0,1,1,0,0,0,0,0,0.1,0.1,1.0,1.0,10,7,21,0.00,0.32,0.32,0.00,0.32,0.02,0.31,0.33,0.02,0.33,Matches,b33e0095
614,Pedro Rocha Neves,br BRA,FWMF,Fortaleza,27,1994,13,8,695,7.7,3,4,7,2,1,1,1,0,2.2,1.4,2.1,3.4,19,21,44,0.39,0.52,0.91,0.26,0.78,0.29,0.27,0.56,0.18,0.44,Matches,b33e0095
615,Rodinei,br BRA,DF,Flamengo,30,1992,16,10,881,9.8,0,1,1,0,0,0,0,1,0.4,0.4,0.7,1.1,55,66,97,0.00,0.10,0.10,0.00,0.10,0.04,0.07,0.11,0.04,0.11,Matches,7696cc85
616,Rodrigo,br BRA,FWMF,São Paulo,17,2004,3,1,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,3,6,0.00,0.00,0.00,0.00,0.00,0.08,0.19,0.28,0.08,0.28,Matches,1126f4e2
617,Rodrigo,br BRA,DF,Avaí,23,1998,10,5,473,5.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.3,5,17,0,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches,cdfb04f5
618,Élton Rodrigues Brandão,br BRA,FW,Cuiabá,36,1985,8,2,296,3.3,1,0,1,0,1,1,1,0,1.4,0.6,0.7,1.3,2,8,15,0.30,0.00,0.30,0.00,0.00,0.42,0.20,0.62,0.18,0.38,Matches,e59be3c8
619,Raphael Rodrigues,br BRA,DF,Avaí,23,1999,3,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,548640cf
620,Rodriguinho,br BRA,MF,América (MG),18,2003,4,2,189,2.1,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,4,12,5,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches,4565dde3
621,Romarinho,br BRA,FWMF,Fortaleza,27,1994,26,17,1310,14.6,3,4,7,3,0,0,4,1,2.0,2.0,1.4,3.4,48,36,124,0.21,0.27,0.48,0.21,0.48,0.14,0.09,0.23,0.14,0.23,Matches,1e7d2cc0
622,Braian Romero,ar ARG,FW,Internacional,30,1991,17,2,346,3.8,2,0,2,2,0,0,1,0,2.0,2.0,0.1,2.1,4,5,25,0.52,0.00,0.52,0.52,0.52,0.52,0.04,0.55,0.52,0.55,Matches,c5cc3130
623,Silvio Romero,ar ARG,FW,Fortaleza,33,1988,30,13,1158,12.9,2,3,5,2,0,1,1,0,4.6,3.8,3.2,7.1,14,24,59,0.16,0.23,0.39,0.16,0.39,0.36,0.25,0.61,0.30,0.55,Matches,6a00c4b0
624,Rômulo,br BRA,FW,Atl Paranaense,19,2002,26,10,1194,13.3,1,1,2,1,0,0,1,0,1.8,1.8,0.8,2.6,16,20,59,0.08,0.08,0.15,0.08,0.15,0.14,0.06,0.20,0.14,0.20,Matches,03dd053e
625,Romulo,br BRA,DF,Juventude,21,2000,4,1,171,1.9,1,0,1,1,0,0,1,0,0.4,0.4,0.3,0.7,2,5,2,0.53,0.00,0.53,0.53,0.53,0.18,0.18,0.36,0.18,0.36,Matches,395e0e95
626,Rômulo,br BRA,FWMF,Avaí,26,1995,13,2,423,4.7,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,6,18,28,0.00,0.00,0.00,0.00,0.00,0.22,0.04,0.26,0.22,0.26,Matches,9a6eb94c
627,Ronald,br BRA,MFFW,Fortaleza,24,1997,20,13,1049,11.7,0,0,0,0,0,0,5,0,0.3,0.3,0.7,1.0,26,47,25,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.08,0.03,0.08,Matches,cc119c66
628,Ronaldo,br BRA,GK,Atl Goianiense,25,1996,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,711c08dc
629,Budiga Roni,br BRA,MF,Corinthians,22,1999,19,6,751,8.3,0,1,1,0,0,0,5,1,1.2,1.2,0.6,1.8,10,25,21,0.00,0.12,0.12,0.00,0.12,0.14,0.07,0.21,0.14,0.21,Matches,af433614
630,Rony,br BRA,FW,Palmeiras,26,1995,33,29,2387,26.5,12,2,14,12,0,0,3,0,11.4,11.4,4.1,15.5,46,29,170,0.45,0.08,0.53,0.45,0.53,0.43,0.16,0.59,0.43,0.59,Matches,bffd5e50
631,Vitor Roque,br BRA,FW,Atl Paranaense,16,2005,29,14,1315,14.6,5,2,7,5,0,0,6,0,5.7,5.7,1.2,6.8,13,7,67,0.34,0.14,0.48,0.34,0.48,0.39,0.08,0.47,0.39,0.47,Matches,cb00f1e6
632,Ruan,br BRA,FWMF,Juventude,16,2005,11,1,222,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,6,5,13,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.11,0.08,0.11,Matches,07c41bf4
633,Rubens,br BRA,DFMF,Atlético Mineiro,20,2001,29,11,1229,13.7,1,0,1,1,0,0,3,0,0.9,0.9,1.0,1.8,41,35,102,0.07,0.00,0.07,0.07,0.07,0.06,0.07,0.13,0.06,0.13,Matches,ae23d044
634,Óscar Ruiz,py PAR,MFFW,Juventude,30,1991,24,11,990,11.0,5,1,6,5,0,0,1,0,1.8,1.8,1.0,2.8,22,28,70,0.45,0.09,0.55,0.45,0.55,0.16,0.09,0.25,0.16,0.25,Matches,620ce7b1
635,Rwan,br BRA,FWMF,Santos,20,2001,17,2,464,5.2,2,1,3,1,1,1,1,0,2.4,1.6,0.7,2.3,11,12,62,0.39,0.19,0.58,0.19,0.39,0.46,0.14,0.59,0.31,0.44,Matches,568a75fd
636,João Victor Santos Sá,br BRA,FW,Botafogo (RJ),27,1994,26,20,1742,19.4,2,0,2,2,0,0,2,0,1.7,1.7,2.3,3.9,51,48,200,0.10,0.00,0.10,0.10,0.10,0.08,0.11,0.19,0.08,0.19,Matches,1a1033a1
637,Matheus Sales,br BRA,MFDF,Goiás,26,1995,31,21,1794,19.9,0,0,0,0,0,0,5,0,1.0,1.0,0.2,1.2,9,46,17,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches,c3c175c4
638,Philipe Sampaio,br BRA,DF,Botafogo (RJ),27,1994,16,14,1126,12.5,0,0,0,0,0,0,4,2,0.3,0.3,0.0,0.3,0,27,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,72733d93
639,Carlos Sánchez,uy URU,MF,Santos,37,1984,14,10,782,8.7,0,1,1,0,0,0,3,0,0.7,0.7,0.8,1.6,5,40,47,0.00,0.12,0.12,0.00,0.12,0.09,0.10,0.18,0.09,0.18,Matches,a6dbad80
